vendor_id,name,source_category,category,email,phone,website,ranking_score,seo_description,social_description,promo_available,trusted_partner,pricing_from,created_time
recv6j8RMkvwbZ762,Wildroses Bridal Makeup and Hair,Makeup Artists,Makeup Artist,,+65 9169 8188,http://www.wildrosesmua.com/,935,"Instagram: @wildrosesbridalmakeupandhair · facebook.com/WildRosesBridalMakeupandHairstyling · +65 9169 8188 · “I engaged Cass's hair and makeup services for both my ROM and wedding reception. She did an excellent job, with great professionalism. Would highly recommend her!”","Instagram: @wildrosesbridalmakeupandhair · facebook.com/WildRosesBridalMakeupandHairstyling · +65 9169 8188 · “I engaged Cass's hair and makeup services for both my ROM and wedding reception. She did an excellent job, with great professionalism. Would highly recommend her!”",,,,2023-11-04T08:43:29Z
rec9tbWEUM35qrFEH,Shuzen Moy Makeup,Makeup Artists,Makeup Artist,,+65 9336 5332,https://wa.me/6593365332,929,Instagram: @shuzenmoy_makeup · facebook.com/shuzenmoy.makeup · +65 9336 5332 · “I’m lucky to have found Shuzen as my MUA and she did my makeup for both PWS and ROM. She’s so detailed and she knows what make-up suits my face and overall style almost instantly. Guests who attended my ROM complimented on my make-up and hairstyling and I have to give 💯 credit to Shuzen🤗”,Instagram: @shuzenmoy_makeup · facebook.com/shuzenmoy.makeup · +65 9336 5332 · “I’m lucky to have found Shuzen as my MUA and she did my makeup for both PWS and ROM. She’s so detailed and she knows what make-up suits my face and overall style almost instantly. Guests who attended my ROM complimented on my make-up and hairstyling and I have to give 💯 credit to Shuzen🤗”,,,,2023-11-04T08:40:55Z
rec1AuAKPRh9PCVAS,Gaby Tan Makeup,Makeup Artists,Makeup Artist,,+65 9838 8667,https://www.bygabytan.com/,929,"Instagram: @bygabytan · facebook.com/bygabytan · +65 9838 8667 · “Had engaged Gaby as my HMUA for my AD. Gaby was gentle and meticulous while doing the makeup & hairdo. During the session, it was very relaxing and chill :) she even went the extra mile to suggest what kind of earrings and veil that would suit my outfits. I really love the makeup looks and hairstyle for each outfit and have received many compliments on them. 💯 percent will recommend Gaby to all girls who wants a super chio makeup look 🤍 10/10”","Instagram: @bygabytan · facebook.com/bygabytan · +65 9838 8667 · “Had engaged Gaby as my HMUA for my AD. Gaby was gentle and meticulous while doing the makeup & hairdo. During the session, it was very relaxing and chill :) she even went the extra mile to suggest what kind of earrings and veil that would suit my outfits. I really love the makeup looks and hairstyle for each outfit and have received many compliments on them. 💯 percent will recommend Gaby to all girls who wants a super chio makeup look 🤍 10/10”",,,,2023-11-04T08:40:55Z
rec1ac9Xj45u9GW9j,ALENA Makeup,Makeup Artists,Makeup Artist,,+65 9126 6495,https://alenamakeup.com/,926,"Instagram: @alena_alenamakeup · facebook.com/alenamakeupartistry · +65 9126 6495 · “We engaged Alena for our solemnisation makeup and it was an amazing experience! Alena is very professional, friendly and gentle, she gives good advice and takes excellent photographs too! The hair and makeup was perfect, will definitely recommend Alena (:”","Instagram: @alena_alenamakeup · facebook.com/alenamakeupartistry · +65 9126 6495 · “We engaged Alena for our solemnisation makeup and it was an amazing experience! Alena is very professional, friendly and gentle, she gives good advice and takes excellent photographs too! The hair and makeup was perfect, will definitely recommend Alena (:”",,,,2023-11-04T08:40:55Z
recD2tcbdo1CXQPkp,Fiona Chin Makeup,Makeup Artists,Makeup Artist,chinchaifen@gmail.com,+65 8121 2624,https://instagram.com/fionachin_mua,923,"facebook.com/fionachinmua · +65 8121 2624 · chinchaifen@gmail.com · “Fiona was the chosen one out of many MUA for our actual day due to her extraordinary portfolio! We only briefly shared the preferred hairdos & showed Fiona the AD gowns and she did an extremely fantastic job, performing her magic for all of my wife’s 3 different looks. My guests were all in awe with 100% positive praises and compliments~ Thank you Fiona for being so on time, caring, readily available & being such a great help to us on wedding day! Absolutely the best assurance & most essential on any couple’s stressful big day. Really appreciate & thank you Fiona!!”","facebook.com/fionachinmua · +65 8121 2624 · chinchaifen@gmail.com · “Fiona was the chosen one out of many MUA for our actual day due to her extraordinary portfolio! We only briefly shared the preferred hairdos & showed Fiona the AD gowns and she did an extremely fantastic job, performing her magic for all of my wife’s 3 different looks. My guests were all in awe with 100% positive praises and compliments~ Thank you Fiona for being so on time, caring, readily available & being such a great help to us on wedding day! Absolutely the best assurance & most essential on any couple’s stressful big day. Really appreciate & thank you Fiona!!”",,,,2024-07-18T15:26:38Z
recH5E1OUp1cRpoRx,Queenie Cong Makeover,Makeup Artists,Makeup Artist,hello@congmakeover.com,8428 8853,http://www.congmakeover.com/,920,"Instagram: @queeniecong_makeover · facebook.com/queeniecongmakeover · 8428 8853 · hello@congmakeover.com · “I had Queenie Cong as my MUA after looking at other past BTB chat grps for my wedding in Dec 2023 and I highly recommend her! She is able to recommend the make up style that suits you but her expertise is doing the Thai big waves hairstyle. So for BTBs looking to have that glam hairdo, do consider her! During the make up trial, she will also do a short color analysis to see what type of colors suits you for make up e.g. cool a warm tones and you can experiment what you would like to adjust during the trial for your AD (please note that the results may not apply for clothes) She is also super detailed and did a great job at adjusting my eyes. However, I would like to share that please buffer more time (abt 30 mins) during your AD as my make up time took longer than expected. Fortunately, I built in some buffer and had a great bridal party, understanding PG and VG team in shifting the schedule around and making it work. ”","Instagram: @queeniecong_makeover · facebook.com/queeniecongmakeover · 8428 8853 · hello@congmakeover.com · “I had Queenie Cong as my MUA after looking at other past BTB chat grps for my wedding in Dec 2023 and I highly recommend her! She is able to recommend the make up style that suits you but her expertise is doing the Thai big waves hairstyle. So for BTBs looking to have that glam hairdo, do consider her! During the make up trial, she will also do a short color analysis to see what type of colors suits you for make up e.g. cool a warm tones and you can experiment what you would like to adjust during the trial for your AD (please note that the results may not apply for clothes) She is also super detailed and did a great job at adjusting my eyes. However, I would like to share that please buffer more time (abt 30 mins) during your AD as my make up time took longer than expected. Fortunately, I built in some buffer and had a great bridal party, understanding PG and VG team in shifting the schedule around and making it work. ”",,,,2023-11-16T06:11:06Z
recg7Lcu5a5zD5JLC,Makeup Doyennes,Makeup Artists,Makeup Artist,hello@makeupdoyennes.com.sg,+65 8661 8606,https://www.makeupdoyennes.com.sg/,918,"Instagram: @makeupdoyennes_brides · facebook.com/makeupdoyennes · +65 8661 8606 · hello@makeupdoyennes.com.sg · “PWS MUA + AD Mothers’ MUA: @theyueqi <- IG handle She was first introduced by Luna Bianca as my PWS MUA, and I really love working with her + her make up skills are really amazing! She also very helpful, particularly during my PWS, when she help me & my husband to do up lots of preparation (meanwhile my WC, Selin went MIA). I’m super thankful to have her around during my PWS, and she also gave me alot of skincare tips to “prepare” my face before my AD. She was also very accommodating to both my mum’s & MIL’s hairdo/makeup requests and I can tell both of them are really happy with their final outlook on my AD as well! ”","Instagram: @makeupdoyennes_brides · facebook.com/makeupdoyennes · +65 8661 8606 · hello@makeupdoyennes.com.sg · “PWS MUA + AD Mothers’ MUA: @theyueqi <- IG handle She was first introduced by Luna Bianca as my PWS MUA, and I really love working with her + her make up skills are really amazing! She also very helpful, particularly during my PWS, when she help me & my husband to do up lots of preparation (meanwhile my WC, Selin went MIA). I’m super thankful to have her around during my PWS, and she also gave me alot of skincare tips to “prepare” my face before my AD. She was also very accommodating to both my mum’s & MIL’s hairdo/makeup requests and I can tell both of them are really happy with their final outlook on my AD as well! ”",,,,2023-10-11T14:47:41Z
recOVKCU1Wlm28mzs,Sylvia Koh Hair & Makeup Artist,Makeup Artists,Makeup Artist,,+65 9363 5197,http://www.sylviakoh.com/,918,"Instagram: @sylviakohmua · +65 9363 5197 · “I had a wonderful experience with Sylvia, who did my makeup for both my pre-wedding shoot and actual wedding day! She was very patient and professional, offering great advice on the types of hairdos and makeup tailored to my features and preferences. Sylvia’s friendly and calming personality made the whole experience enjoyable. I felt completely relaxed in her care, and the entire process was seamless and stress-free. Not only did I love the makeup looks she created, but I also felt incredibly confident and beautiful. She went above and beyond by staying with me during the pre-wedding shoot to ensure my hairstyle stayed in place, as well as adjusting my necklace and gown train. The time spent together during both the pre-wedding shoot and wedding day was truly enjoyable. Overall, I am very satisfied with the makeup and hairstyles Sylvia created for me. I would highly recommend her to any brides or ladies looking for makeup for events. She will definitely help you achieve your desired look!”","Instagram: @sylviakohmua · +65 9363 5197 · “I had a wonderful experience with Sylvia, who did my makeup for both my pre-wedding shoot and actual wedding day! She was very patient and professional, offering great advice on the types of hairdos and makeup tailored to my features and preferences. Sylvia’s friendly and calming personality made the whole experience enjoyable. I felt completely relaxed in her care, and the entire process was seamless and stress-free. Not only did I love the makeup looks she created, but I also felt incredibly confident and beautiful. She went above and beyond by staying with me during the pre-wedding shoot to ensure my hairstyle stayed in place, as well as adjusting my necklace and gown train. The time spent together during both the pre-wedding shoot and wedding day was truly enjoyable. Overall, I am very satisfied with the makeup and hairstyles Sylvia created for me. I would highly recommend her to any brides or ladies looking for makeup for events. She will definitely help you achieve your desired look!”",,,,2023-11-04T08:40:55Z
recP5mkLiLFJygCpu,Elsa Yan Makeup,Makeup Artists,Makeup Artist,,+65 9109 5210,http://instagram.com/elsayan_makeup,918,"Instagram: @elsayan_makeup · facebook.com/ElsaYan84 · +65 9109 5210 · “Elsa was both my PWS and AD make-up artist, and I would strongly recommend engaging her because of her exceptional creativity and skills. I am quite a particular bride and Elsa did not disappoint! I can tell she is extra meticulous in my makeup and hairdo. On my wedding day, she proposed going for a ribbon bun up look for my second march-in, and it is a spot on! I received so many compliments from my guests. Thank you for making me feel and look like a princess, Elsa!”","Instagram: @elsayan_makeup · facebook.com/ElsaYan84 · +65 9109 5210 · “Elsa was both my PWS and AD make-up artist, and I would strongly recommend engaging her because of her exceptional creativity and skills. I am quite a particular bride and Elsa did not disappoint! I can tell she is extra meticulous in my makeup and hairdo. On my wedding day, she proposed going for a ribbon bun up look for my second march-in, and it is a spot on! I received so many compliments from my guests. Thank you for making me feel and look like a princess, Elsa!”",,,,2023-11-04T08:40:57Z
rec2r8Ok9RaqlAb2j,Tangyong Makeup and Hair,Makeup Artists,Makeup Artist,,+65 9061 7518,https://tangyongmakeup.com/,916,Instagram: @tangyongmakeup · facebook.com/tangyongmakeup · +65 9061 7518 · “It is an absolute joy to work with val. she is so skilled and professional + super friendly too. im someone with zero ideas of how i want my bridal look to be but she was able to go for styles/ looks that suits the gowns i was wearing. 😍”,Instagram: @tangyongmakeup · facebook.com/tangyongmakeup · +65 9061 7518 · “It is an absolute joy to work with val. she is so skilled and professional + super friendly too. im someone with zero ideas of how i want my bridal look to be but she was able to go for styles/ looks that suits the gowns i was wearing. 😍”,,,,2023-11-04T08:40:55Z
rec7thkppaZ5YVmo0,Shino Makeup & Hairstyling,Makeup Artists,Makeup Artist,,+65 8198 2966,http://shinobeauty.com/,914,"Instagram: @shinomakeupnhairstyling · facebook.com/shinomakeuphairstyling · +65 8198 2966 · “My husband and I relied on Shino’s expertise in make-up and hairdo for our wedding day. 😁😁 Her magical skills made me more beautiful than ever before, and I was reluctant to remove my make-up until midnight. Yes, the make-up stayed perfect on my oily skin even after 8 hours, without any touch up. Before our wedding day, she offered great suggestions after considering my preferences and gown design. During the entire process of dolling up, she arranged every step well, gave us tips and even took care of our emotions to make sure that we feel comfortable and assured. Thank you, Shino, for making us the most glorious couple on our big day. We deeply appreciate your hard work. 😁😁”","Instagram: @shinomakeupnhairstyling · facebook.com/shinomakeuphairstyling · +65 8198 2966 · “My husband and I relied on Shino’s expertise in make-up and hairdo for our wedding day. 😁😁 Her magical skills made me more beautiful than ever before, and I was reluctant to remove my make-up until midnight. Yes, the make-up stayed perfect on my oily skin even after 8 hours, without any touch up. Before our wedding day, she offered great suggestions after considering my preferences and gown design. During the entire process of dolling up, she arranged every step well, gave us tips and even took care of our emotions to make sure that we feel comfortable and assured. Thank you, Shino, for making us the most glorious couple on our big day. We deeply appreciate your hard work. 😁😁”",,,,2023-11-04T08:40:55Z
recQWVw2WPVPmzfqi,Cynderella,Makeup Artists,Makeup Artist,hello@cynderella.com.sg,+65 9738 0974,http://www.cynderella.com.sg/,910,"Instagram: @cynderellasg · facebook.com/cynderellasg · +65 9738 0974 · hello@cynderella.com.sg · “Cynthia was a great help to us! Her professionalism and expertise far exceeded our expectations. Her experience helped to ease our nerves during our PWS and on our big day. Most importantly, her works were impeccable and we couldn’t ask for a better make up artist. Highly recommended to all. You definitely wont regret! Thank you Cynthia ♥️”","Instagram: @cynderellasg · facebook.com/cynderellasg · +65 9738 0974 · hello@cynderella.com.sg · “Cynthia was a great help to us! Her professionalism and expertise far exceeded our expectations. Her experience helped to ease our nerves during our PWS and on our big day. Most importantly, her works were impeccable and we couldn’t ask for a better make up artist. Highly recommended to all. You definitely wont regret! Thank you Cynthia ♥️”",,,,2023-11-04T08:40:55Z
recZQSUUzgd1nykkk,Mrs. Fish Bridal Makeup & Hair,Makeup Artists,Makeup Artist,,+65 8763 4931,http://www.elainebeautystudio.com/,910,"Instagram: @elaine_mrsfishmakeup · facebook.com/MrsFishBridal · +65 8763 4931 · “May has helped me with my make up and hair style for my ROM, pre- wedding shorts and wedding day. I liked her skills as I looked very natural with the makeup. Hair setting was very beautiful esp the hair styling for my second march in on my wedding day. She was very easy going and friendly. I would also like to thank her that she stayed back on my actual wedding day on nov 30 to help me to wear my gown for my second march in as she was aware that no one was able to help me to tie the strings for the gown. Thanks so much for your makeup and hair style skill. Really appreciate it and I will definitely recommend you to my friends who need such services in the future 😊”","Instagram: @elaine_mrsfishmakeup · facebook.com/MrsFishBridal · +65 8763 4931 · “May has helped me with my make up and hair style for my ROM, pre- wedding shorts and wedding day. I liked her skills as I looked very natural with the makeup. Hair setting was very beautiful esp the hair styling for my second march in on my wedding day. She was very easy going and friendly. I would also like to thank her that she stayed back on my actual wedding day on nov 30 to help me to wear my gown for my second march in as she was aware that no one was able to help me to tie the strings for the gown. Thanks so much for your makeup and hair style skill. Really appreciate it and I will definitely recommend you to my friends who need such services in the future 😊”",,,,2023-11-04T08:40:55Z
recbDiLlHJxC2sQUG,Am Up Makeup Artistry,Makeup Artists,Makeup Artist,,,,904,"Instagram: @amup_makeupartistry · facebook.com/amupmakeupartistry · “Would definitely recommend Amber to my friends in the future. Amber follow me up and down, left and right throughout the wedding dinner to make sure that my makeup and hair is in good condition before the event. very thoughtful, helpful and friendly person! Execellent service!! She recommended the makeup and hairstyle for me as i have no idea what i want. Beautiful makeup and ideal hairstyle was done for me on my wedding day~~ 👍👍”","Instagram: @amup_makeupartistry · facebook.com/amupmakeupartistry · “Would definitely recommend Amber to my friends in the future. Amber follow me up and down, left and right throughout the wedding dinner to make sure that my makeup and hair is in good condition before the event. very thoughtful, helpful and friendly person! Execellent service!! She recommended the makeup and hairstyle for me as i have no idea what i want. Beautiful makeup and ideal hairstyle was done for me on my wedding day~~ 👍👍”",,,,2023-11-16T06:11:06Z
rec1pgbpCb36dOfyo,Makeup Works,Makeup Artists,Makeup Artist,,+65 9695 2876,http://www.makeupworks.sg/,901,"Instagram: @makeupworkssg · facebook.com/makeupworkssg · +65 9695 2876 · “Sophia is an absolute professional! For our wedding day, she dolled up my wife even more gorgeous than she already was, and even made me handsome (me?? hard to believe!) We are grateful for her fantastic work and expertise, her great sense of style and eye for details, and also in helping us calm down in the midst of the busy hectic day. With her expansive network, she also organised a team of other professionals to help our parents look great as well. Sophia is super experienced, and before we confirmed her, we observed/stalked her socials and noticed that she would frequently keep herself updated with the latest trends in hair, brows, etc Absolutely no regrets going with Sophia! Such a delight to work with! Many thanks!! :):)”","Instagram: @makeupworkssg · facebook.com/makeupworkssg · +65 9695 2876 · “Sophia is an absolute professional! For our wedding day, she dolled up my wife even more gorgeous than she already was, and even made me handsome (me?? hard to believe!) We are grateful for her fantastic work and expertise, her great sense of style and eye for details, and also in helping us calm down in the midst of the busy hectic day. With her expansive network, she also organised a team of other professionals to help our parents look great as well. Sophia is super experienced, and before we confirmed her, we observed/stalked her socials and noticed that she would frequently keep herself updated with the latest trends in hair, brows, etc Absolutely no regrets going with Sophia! Such a delight to work with! Many thanks!! :):)”",,,,2023-11-04T08:40:55Z
recVNwclAcYTQOf2g,Saydanar Makeup,Makeup Artists,Makeup Artist,,+65 9238 4092,http://saydanarkhin.com/,900,"Instagram: @saydanar_hmua · facebook.com/saydanarmakeupartistry · +65 9238 4092 · “The communication was very clear & timely from the start. Saydanar was very nice and friendly during the trial session, she made me feel very comfortable ☺️ and she always take my suggestions and preference in account. on the AD she arrived on time together with her assistant and done the makeup perfectly for me and my mum. Both her and her assistant are skilful and their makeup style is very natural and modern 👍 definitely recommend!”","Instagram: @saydanar_hmua · facebook.com/saydanarmakeupartistry · +65 9238 4092 · “The communication was very clear & timely from the start. Saydanar was very nice and friendly during the trial session, she made me feel very comfortable ☺️ and she always take my suggestions and preference in account. on the AD she arrived on time together with her assistant and done the makeup perfectly for me and my mum. Both her and her assistant are skilful and their makeup style is very natural and modern 👍 definitely recommend!”",,,,2023-11-16T06:11:06Z
recPeSv5QZxGWGQXd,KELLYKKL MAKEUP ARTIST,Makeup Artists,Makeup Artist,,+65 9188 1495,http://www.instagram.com/kellykkl.makeupartist,893,"Instagram: @kellykkl.makeupartist · facebook.com/kellykkl.makeupartist · +65 9188 1495 · “Engaged Kelly for my solemnisation day and pws! She was professional, friendly and the whole experience was very fuss-free. Will engage her again if I have another event.”","Instagram: @kellykkl.makeupartist · facebook.com/kellykkl.makeupartist · +65 9188 1495 · “Engaged Kelly for my solemnisation day and pws! She was professional, friendly and the whole experience was very fuss-free. Will engage her again if I have another event.”",,,,2023-11-04T08:40:55Z
rec2Qyx6gT2DQ8iDj,Jenny Chan Makeup Artist,Makeup Artists,Makeup Artist,jennychanmakeupsrtist@gmail.com,9025-1000,https://www.jennisabella.com/,893,"Instagram: @jenny__jennisabella · facebook.com/jennisabellamua · 9025-1000 · jennychanmakeupsrtist@gmail.com · “Jenny was my MUA for my actual day (both hair and make up) and I really love her works :) She's professional, punctual and has a great eye for detail. She did an amazing job in meeting my request of giving my hair more volume and not overly dramatizing my make up looks. Would like to specially mention that I loveee the eye make up that she did for my evening banquet and it won the praises of alot of my guests! Strongly recommend her services as she really made me feel at ease during the whole process!”","Instagram: @jenny__jennisabella · facebook.com/jennisabellamua · 9025-1000 · jennychanmakeupsrtist@gmail.com · “Jenny was my MUA for my actual day (both hair and make up) and I really love her works :) She's professional, punctual and has a great eye for detail. She did an amazing job in meeting my request of giving my hair more volume and not overly dramatizing my make up looks. Would like to specially mention that I loveee the eye make up that she did for my evening banquet and it won the praises of alot of my guests! Strongly recommend her services as she really made me feel at ease during the whole process!”",,,,2023-11-16T05:27:06Z
recreSQ0Ad1tjGZlp,Soleill Makeup,Makeup Artists,Makeup Artist,,+65 9784 8449,,890,"Instagram: @soleill.makeup · +65 9784 8449 · “I was so lucky to have been able to engage Celeste as my actual day makeup artist despite a short notice on my end! She was really knowledgeable about everything and even gave specific advice for me to prep my skin for the actual day following the trial session. She was also very proactive - asking about my schedule and planning for the different looks to match my gowns, and even used flowers from my bouquet for the first march in look. On top of it all, she was really cheery and fun to talk to whilst being professional and getting my hair and makeup done on time. The process felt so comfortable like it was like having a friend during my wedding day which definitely helped with the nerves. She also did my sister’s hair and makeup on a short notice and made her look good too. I would most definitely engage Celeste again in future if I’m needing hair and makeup for special events, and would most definitely recommend her to anyone looking for a hair and makeup artist!”","Instagram: @soleill.makeup · +65 9784 8449 · “I was so lucky to have been able to engage Celeste as my actual day makeup artist despite a short notice on my end! She was really knowledgeable about everything and even gave specific advice for me to prep my skin for the actual day following the trial session. She was also very proactive - asking about my schedule and planning for the different looks to match my gowns, and even used flowers from my bouquet for the first march in look. On top of it all, she was really cheery and fun to talk to whilst being professional and getting my hair and makeup done on time. The process felt so comfortable like it was like having a friend during my wedding day which definitely helped with the nerves. She also did my sister’s hair and makeup on a short notice and made her look good too. I would most definitely engage Celeste again in future if I’m needing hair and makeup for special events, and would most definitely recommend her to anyone looking for a hair and makeup artist!”",,,,2023-11-04T08:40:55Z
rec7UQLmPdb9pgJyK,Christine Tan Make Up,Makeup Artists,Makeup Artist,,+65 9621 2882,https://www.facebook.com/christinetan.makeuppage/,890,"Instagram: @christinetan.makeup · facebook.com/christinetan.makeuppage · +65 9621 2882 · “Thank you Christine for creating the best 4 looks of my life as a bride!!! ❤️ bonus considering this is without a trial session, just based off minimal interaction via mobile and zero preferences shared before my big day. She will base off ur reference image / overall vibe to suggest versatile looks and will always share and ask if its acceptable. Christine is super friendly and skilled with her make-up and hairdo. Shes open to any feedback or changes I’m considering / shared and very keen to explore trendy styles. As a bride overwhelmed with the day’s happenings, she will come to me to touchup if required without any prompt - it’s obvious she enjoys and takes pride in her work! THANK YOU”","Instagram: @christinetan.makeup · facebook.com/christinetan.makeuppage · +65 9621 2882 · “Thank you Christine for creating the best 4 looks of my life as a bride!!! ❤️ bonus considering this is without a trial session, just based off minimal interaction via mobile and zero preferences shared before my big day. She will base off ur reference image / overall vibe to suggest versatile looks and will always share and ask if its acceptable. Christine is super friendly and skilled with her make-up and hairdo. Shes open to any feedback or changes I’m considering / shared and very keen to explore trendy styles. As a bride overwhelmed with the day’s happenings, she will come to me to touchup if required without any prompt - it’s obvious she enjoys and takes pride in her work! THANK YOU”",,,,2023-11-04T08:40:57Z
recERoJLeo1ZBPME7,The Radiant People,Makeup Artists,Makeup Artist,,+65 9225 4044,https://www.theradiantpeople.co/,890,"Instagram: @theradiantpeople · +65 9225 4044 · “ONLY THE BEST & I don’t usually post reviews but because they are so underrated — I needed to!! I’ve had many experience with many different makeup artists as I’m currently working as a model. So trust me when I say, Viv knows what she’s doing. She will study your face shape, skin type, skin tone, hair type etc. She’s really knowledgeable & is a master at hiding pimples!!! I had a huge one on my big day & she really vanished it 🥹 I’m so thankful She also stuck on some jewels in my hair as per my request & I LOVED IT. It was so neat & it just added an extra ✨ to the whole look!!! Highly recommend!! Remember to book them early as their bookings can get filled pretty quickly~ (I’d suggest 6-10 months in advance)”","Instagram: @theradiantpeople · +65 9225 4044 · “ONLY THE BEST & I don’t usually post reviews but because they are so underrated — I needed to!! I’ve had many experience with many different makeup artists as I’m currently working as a model. So trust me when I say, Viv knows what she’s doing. She will study your face shape, skin type, skin tone, hair type etc. She’s really knowledgeable & is a master at hiding pimples!!! I had a huge one on my big day & she really vanished it 🥹 I’m so thankful She also stuck on some jewels in my hair as per my request & I LOVED IT. It was so neat & it just added an extra ✨ to the whole look!!! Highly recommend!! Remember to book them early as their bookings can get filled pretty quickly~ (I’d suggest 6-10 months in advance)”",,,,2023-11-04T08:40:57Z
recgGvUi6c4P5Xlj0,Ling Chia Makeup & Hairdo,Makeup Artists,Makeup Artist,,,,887,"Instagram: @lingchiamakeup.lele · facebook.com/LingChiaMakeup · “Engaged Ling for my AD morning and night. Received many compliments for the lovely makeup! I had 3 totally different style of gowns for the night, and she managed to style my hair and makeup to match all 3 gowns. Was very satisfied!! Thank you Ling. Highly recommended ❤️”","Instagram: @lingchiamakeup.lele · facebook.com/LingChiaMakeup · “Engaged Ling for my AD morning and night. Received many compliments for the lovely makeup! I had 3 totally different style of gowns for the night, and she managed to style my hair and makeup to match all 3 gowns. Was very satisfied!! Thank you Ling. Highly recommended ❤️”",,,,2023-11-16T06:11:06Z
recpwGsgHmlQ88LwO,Aoi's Makeup,Makeup Artists,Makeup Artist,hello@aoismakeup.com,+65 9384 6056,http://www.aoismakeup.com/,883,"Instagram: @aoismakeup · facebook.com/aoismakeup · +65 9384 6056 · hello@aoismakeup.com · “Thank you Aoi for the bridal makeup! Everything is on point. She put attentions to what I want, very accomodating, and also patiently cut and glued the fake eyelashes. So comfortable. The moms and groom makeup also nice!”","Instagram: @aoismakeup · facebook.com/aoismakeup · +65 9384 6056 · hello@aoismakeup.com · “Thank you Aoi for the bridal makeup! Everything is on point. She put attentions to what I want, very accomodating, and also patiently cut and glued the fake eyelashes. So comfortable. The moms and groom makeup also nice!”",,,,2023-11-04T08:40:55Z
rec6hdGkuVgo0JhXT,Candy Le Makeup Artist,Makeup Artists,Makeup Artist,,+65 9233 1284,https://instagram.com/candyle.makeup?igshid=YmMyMTA2M2Y=,879,Instagram: @candyle.makeup · facebook.com/CandyLe-Makeup-100055786723981 · +65 9233 1284 · “Really thankful I found Candy for my AD MUA! She understood what I wanted and was able to mail the natural look perfectly. I loved the hairdo so much I couldn’t bear to shower! Thank you for making me look so beautiful and would definitely go to her if I ever need professional make up services!”,Instagram: @candyle.makeup · facebook.com/CandyLe-Makeup-100055786723981 · +65 9233 1284 · “Really thankful I found Candy for my AD MUA! She understood what I wanted and was able to mail the natural look perfectly. I loved the hairdo so much I couldn’t bear to shower! Thank you for making me look so beautiful and would definitely go to her if I ever need professional make up services!”,,,,2023-11-04T08:40:55Z
recMszvbee6H1f9sT,Mu En Makeup Artist,Makeup Artists,Makeup Artist,whisperedcharm@gmail.com,+65 9648 2862,https://linktr.ee/whisperedcharm,879,"Instagram: @muenmakeup · facebook.com/muenmakeup · +65 9648 2862 · whisperedcharm@gmail.com · “I engaged Mu En for my Pre-Wedding shoot and actual Wedding Day. Mu En was such a delight! She was thorough, often asking me for my preferred styles and then advising me on what would suit me best. She made the whole process so easy and made me feel at ease when she perfected the look(s) at the trial beforehand. I was initially concerned that the makeup would look too cakey/unnatural but Mu En did an amazing job of natural looking makeup.”","Instagram: @muenmakeup · facebook.com/muenmakeup · +65 9648 2862 · whisperedcharm@gmail.com · “I engaged Mu En for my Pre-Wedding shoot and actual Wedding Day. Mu En was such a delight! She was thorough, often asking me for my preferred styles and then advising me on what would suit me best. She made the whole process so easy and made me feel at ease when she perfected the look(s) at the trial beforehand. I was initially concerned that the makeup would look too cakey/unnatural but Mu En did an amazing job of natural looking makeup.”",,,,2024-07-18T15:26:40Z
